2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:41		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:42		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:43		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:44		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:45		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:46		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:47		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:48		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:48		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:48		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:48		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:48		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:48		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-09-27/17:00:48		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
